"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"Nme9",0,9.10347422565736,0.917,0.003,0,37
"Lrrc71",0,9.13926938365439,0.91,0.003,0,37
"Ccdc153",0,12.4516562392377,0.904,0.001,0,37
"Tmem212",0,11.4161281605225,0.891,0.002,0,37
"Zfp474",0,8.68647781305057,0.885,0.003,0,37
"Deup1",0,10.2325085628883,0.853,0.003,0,37
"Dnah3",0,9.39881989530103,0.827,0.003,0,37
"Spata18",0,10.4798227132408,0.821,0.001,0,37
"Frmpd2",0,10.0549995828018,0.808,0.001,0,37
"1700019G24Rik",0,10.2941017041326,0.801,0.001,0,37
"Trp73",0,8.75142711713033,0.801,0.002,0,37
"Tctex1d4",0,10.9216419970132,0.744,0.001,0,37
"BC051019",0,8.6671498731866,0.731,0.002,0,37
"Ccdc192",0,9.12015458388174,0.686,0.002,0,37
"Ccdc121",0,10.1248245929178,0.635,0,0,37
"Dlx4",0,12.2999366123731,0.628,0,0,37
"Gm12144",0,8.73808547796442,0.577,0.002,0,37
"Gm17225",0,9.42644589419396,0.545,0.001,0,37
"Zp3",0,8.67604038288785,0.538,0.002,0,37
"Ccno",0,9.10455971735986,0.526,0.004,0,37
"Rp1",0,9.24560290690529,0.519,0.001,0,37
"Gm33050",0,11.0576520636619,0.5,0,0,37
"Gm38256",0,9.21466667359304,0.474,0.002,0,37
"Cdc20b",0,10.630415950882,0.449,0.003,0,37
"Scn4b",0,10.0777516146754,0.429,0,0,37
"Musk",0,9.82000727317422,0.423,0.001,0,37
"Gm12695",0,9.63204678458545,0.417,0,0,37
"Prss43",0,9.06730407560592,0.41,0.001,0,37
"Dlx4os",0,11.3932905388331,0.404,0,0,37
"Klhdc7a",0,8.7995021156478,0.404,0.001,0,37
"Mcidas",0,9.51228482067716,0.359,0.001,0,37
"Prr29",0,9.93646890027646,0.34,0,0,37
"Gm48107",0,13.534637183464,0.314,0,0,37
"Gm16160",0,10.6357946646514,0.308,0,0,37
"Fam50b",0,9.02779502349335,0.301,0,0,37
"Anxa8",0,12.9535373998841,0.301,0,0,37
"Nags",0,9.49563038969406,0.295,0,0,37
"Tekt3",0,10.8100467686248,0.295,0,0,37
"Gm12162",0,8.79072951006081,0.288,0,0,37
"Apoc3",0,9.29851797058894,0.282,0,0,37
"D730003K21Rik",0,11.0877282850879,0.276,0,0,37
"Cdhr4",0,9.58588998134187,0.256,0,0,37
"Gm47888",0,9.27145257637948,0.256,0,0,37
